                           car_ID     symboling    fueltype   aspiration   doornumber enginelocation
enginelocation        0.0524127420       0.027597366  0.029018865  0.012096283  0.014851485
wheelbase            -0.0467851970      -0.019851291  0.306227598 -0.070334046 -0.166150559
carlength            -0.0739064808       0.009029609  0.285398159 -0.093145864 -0.044057075
carwidth             -0.1642339281       0.001290512  0.228757989 -0.083851688 -0.076375094
carheight            -0.0005298585       0.166771660  0.245341924 -0.009157136 -0.186226980
curbweight           -0.0947856041      -0.083389413  0.221127345 -0.060781975  0.019732219
enginesize           -0.0838073313      -0.109067306  0.088077032 -0.042787857  0.030586260
boreratio            -0.0792029483      -0.177485026  0.293457502 -0.051342953 -0.055519917
stroke               -0.0005700421       0.104663911 -0.082315085  0.045875546 -0.121574535
compressionratio      0.0215010274       0.257610229  0.005092281 -0.041146247 -0.035140121
horsepower           -0.1235903089      -0.142466473  0.144165865 -0.035521481  0.065544038
peakrpm              -0.2402020823      -0.019095071  0.082966517  0.078201220 -0.032046086
citympg               0.1502870623       0.148531259 -0.147323078 -0.018547912 -0.091242296
highwaympg            0.1349187279       0.176321126 -0.170992394 -0.025303142 -0.072459669
price                -0.1829970657      -0.094943228  0.143017238 -0.031003168  0.033972907
carbodyhardtop        0.1215397395      -0.045634634 -0.047985205 -0.020002250 -0.024558216
carbodyhatchback      0.0871016946      -0.163066530 -0.171465841  0.033184436 -0.002089382
carbodysedan         -0.1342777296       0.195919245  0.123585288 -0.093151391 -0.114368733
carbodywagon          0.0040070586      -0.015191091  0.109717386 -0.036991397 -0.045417026
carbodyconvertible    0.0050564201      -0.039321654 -0.041347053  0.277199300  0.460837266
drivewheelfwd        -0.0745229264       0.190590625 -0.282928461  0.083538336 -0.144799180
drivewheelrwd         0.0594530882      -0.173817955  0.310229817 -0.076186657  0.158771666
drivewheel4wd         0.0390402419      -0.048526159 -0.051025668 -0.021269643 -0.026114286
enginetypedohcv      -0.0301118095      -0.015855050 -0.016671719 -0.006949473 -0.008532374
enginetypel          -0.1072417534      -0.056466993 -0.059375523 -0.024750213 -0.030387636
enginetypeohc         0.0869200803       0.140536542  0.099459657  0.061598984 -0.196371462
enginetypeohcf       -0.1208427964      -0.063628476 -0.066905883 -0.027889184 -0.034241578
enginetypeohcv       -0.1119110574      -0.058925565  0.026864094 -0.025827837  0.134973803
enginetyperotor      -0.0606713844      -0.031945866 -0.033591349 -0.014002286 -0.017191624
enginetypedohc        0.2362669880      -0.056466993 -0.059375523 -0.024750213  0.315693771
cylindernumberfive   -0.1024111906       0.046570306 -0.056701031 -0.023635373 -0.029018865
cylindernumberfour    0.1024641819       0.067522015  0.024299456  0.053388452 -0.031824458
cylindernumbersix     0.0106037723      -0.082461082  0.047952443 -0.036143759  0.081972923
cylindernumberthree  -0.0301118095      -0.015855050 -0.016671719 -0.006949473 -0.008532374
cylindernumbertwelve -0.0301118095      -0.015855050 -0.016671719 -0.006949473 -0.008532374
cylindernumbertwo    -0.0606713844      -0.031945866 -0.033591349 -0.014002286 -0.017191624
cylindernumbereight  -0.0680020401      -0.035805744 -0.037650043 -0.015694121 -0.019268812
fuelsystem2bbl        0.0775974988      -0.156044067 -0.164081662 -0.068396133 -0.083974903
fuelsystem4bbl       -0.0524127420      -0.027597366 -0.029018865 -0.012096283 -0.014851485
fuelsystemidi        -0.0055238402       0.230820045 -0.005338180 -0.032635939 -0.040069514
fuelsystemmpfi        0.0315540461       0.062027258  0.212819152  0.106807443  0.131135260
fuelsystemspdi       -0.0921605710      -0.048526159 -0.051025668 -0.021269643 -0.026114286
fuelsystemspfi       -0.0301118095      -0.015855050 -0.016671719 -0.006949473 -0.008532374
fuelsystem1bbl       -0.1024111906      -0.053923512 -0.056701031 -0.023635373 -0.029018865
CarNameaudi          -0.0808664471      -0.042579359 -0.044772557 -0.018663084 -0.022914024
CarNamebmw           -0.0866690065      -0.045634634 -0.047985205 -0.020002250 -0.024558216
CarNamebuick         -0.0866690065      -0.045634634 -0.047985205 -0.020002250 -0.024558216
CarNamechevrolet     -0.0524127420      -0.027597366 -0.029018865 -0.012096283 -0.014851485
CarNamedodge         -0.0921605710      -0.048526159 -0.051025668 -0.021269643 -0.026114286
CarNamehonda         -0.1119110574      -0.058925565 -0.061960732 -0.025827837 -0.031710713
CarNameisuzu         -0.0606713844      -0.031945866 -0.033591349 -0.014002286 -0.017191624
CarNamejaguar        -0.0524127420      -0.027597366 -0.029018865 -0.012096283 -0.014851485
CarNamemaxda         -0.0426892885      -0.022477586 -0.023635373 -0.009852217 -0.012096283
CarNamemazda         -0.1208427964      -0.063628476 -0.066905883 -0.027889184 -0.034241578
CarNamemercury       -0.0301118095      -0.015855050 -0.016671719 -0.006949473 -0.008532374
CarNamemitsubishi    -0.1119110574      -0.058925565 -0.061960732 -0.025827837 -0.031710713
CarNamenissan        -0.1334342709      -0.070258382 -0.073877285 -0.030795157 -0.037809453
CarNamepeugeot       -0.1024111906      -0.053923512 -0.056701031 -0.023635373 -0.029018865
CarNameplymouth      -0.0808664471      -0.042579359 -0.044772557 -0.018663084 -0.022914024
CarNameporsche       -0.0680020401      -0.035805744 -0.037650043 -0.015694121 -0.019268812
CarNamerenault       -0.0426892885      -0.022477586 -0.023635373 -0.009852217 -0.012096283
CarNamesaab          -0.0746794352      -0.039321654 -0.041347053 -0.017235190 -0.021160895
CarNamesubaru        -0.1072417534      -0.056466993 -0.059375523 -0.024750213 -0.030387636
CarNametoyota         1.0000000000      -0.097394545 -0.102411191 -0.042689288 -0.052412742
CarNamevolkswagen    -0.0973945447       1.000000000 -0.053923512 -0.022477586 -0.027597366
CarNamevolvo         -0.1024111906      -0.053923512  1.000000000 -0.023635373 -0.029018865
CarNamevw            -0.0426892885      -0.022477586 -0.023635373  1.000000000 -0.012096283
CarNamealpha         -0.0524127420      -0.027597366 -0.029018865 -0.012096283  1.000000000
