                        fueltype   aspiration   doornumber enginelocation    wheelbase    carlength
CarNamebmw           -0.020002250 -0.0566214138   -0.014109018      -0.052436409  -0.062521204    -0.04798521
CarNamebuick         -0.020002250 -0.0566214138   -0.014109018      -0.052436409  -0.062521204    -0.04798521
CarNamechevrolet     -0.012096283 -0.0342415781   -0.008532374      -0.031710713  -0.037809453    -0.02901886
CarNamedodge         -0.021269643 -0.0602090879   -0.015003001      -0.055758911  -0.066482703    -0.05102567
CarNamehonda         -0.025827837 -0.0731122065   -0.018218222      -0.067708333  -0.080730290    -0.06196073
CarNameisuzu         -0.014002286 -0.0396370018   -0.009876814      -0.036707350  -0.043767064    -0.03359135
CarNamejaguar        -0.012096283 -0.0342415781   -0.008532374      -0.031710713  -0.037809453    -0.02901886
CarNamemaxda          1.000000000 -0.0278891840   -0.006949473      -0.025827837  -0.030795157    -0.02363537
CarNamemazda         -0.027889184  1.0000000000   -0.019672237      -0.073112206  -0.087173459    -0.06690588
CarNamemercury       -0.006949473 -0.0196722369    1.000000000      -0.018218222  -0.021722028    -0.01667172
CarNamemitsubishi    -0.025827837 -0.0731122065   -0.018218222       1.000000000  -0.080730290    -0.06196073
CarNamenissan        -0.030795157 -0.0871734589   -0.021722028      -0.080730290   1.000000000    -0.07387729
CarNamepeugeot       -0.023635373 -0.0669058830   -0.016671719      -0.061960732  -0.073877285     1.00000000
CarNameplymouth      -0.018663084 -0.0528305648   -0.013164408      -0.048925749  -0.058335359    -0.04477256
CarNameporsche       -0.015694121 -0.0444261658   -0.011070186      -0.041142537  -0.049055246    -0.03765004
CarNamerenault       -0.009852217 -0.0278891840   -0.006949473      -0.025827837  -0.030795157    -0.02363537
CarNamesaab          -0.017235190 -0.0487885506   -0.012157212      -0.045182489  -0.053872178    -0.04134705
CarNamesubaru        -0.024750213 -0.0700617204   -0.017458096      -0.064883315  -0.077361952    -0.05937552
CarNametoyota        -0.042689288 -0.1208427964   -0.030111809      -0.111911057  -0.133434271    -0.10241119
CarNamevolkswagen    -0.022477586 -0.0636284763   -0.015855050      -0.058925565  -0.070258382    -0.05392351
CarNamevolvo         -0.023635373 -0.0669058830   -0.016671719      -0.061960732  -0.073877285    -0.05670103
CarNamevw            -0.009852217 -0.0278891840   -0.006949473      -0.025827837  -0.030795157    -0.02363537
CarNamealpha         -0.012096283 -0.0342415781   -0.008532374      -0.031710713  -0.037809453    -0.02901886
                     CarNameplymouth CarNameporsche CarNamerenault  CarNamesaab CarNamesubaru CarNametoyota
fueltype                -0.061822357    -0.05198752   -0.032635939 -0.057092390  -0.081986265 -0.0055238402
aspiration              -0.051444604     0.07420210    0.046581471 -0.069008118   0.008960952  0.1668895517
doornumber               0.003960404    -0.17873009   -0.012195702 -0.021334817   0.094975918  0.0013210881
enginelocation           0.022914024    -0.77075249    0.012096283  0.021160895   0.030387636  0.0524127420
wheelbase               -0.105510539    -0.17047212   -0.043896311  0.009926706  -0.107160747 -0.0467851970
carlength               -0.139779960    -0.04868190    0.041137849  0.177076226  -0.105171891 -0.0739064808
carwidth                -0.143778148     0.08956448    0.029787034  0.048051527  -0.111604650 -0.1642339281
carheight               -0.135255608    -0.17026475   -0.035625429  0.169192302   0.002569869 -0.0005298585
curbweight              -0.124035936     0.11457371   -0.004263987  0.073579340  -0.115370892 -0.0881122424
enginesize              -0.102391805     0.30078832    0.024889050 -0.015535102  -0.129636430 -0.0675764654
boreratio               -0.144979361     0.28689654    0.047848407  0.028006050   0.267866358 -0.0792029483
stroke                   0.072305398    -0.13718076    0.204520737 -0.195425835  -0.509133212 -0.0005700421
compressionratio        -0.081915378     0.09560475   -0.040065777  0.027502346  -0.068059191  0.0947212759
horsepower              -0.084952229     0.27480535   -0.034855632  0.134059518  -0.116206563 -0.1143857538
peakrpm                  0.106870119     0.22386483   -0.001595732  0.089296822  -0.188202148 -0.2910093367
citympg                  0.093205835    -0.19723337   -0.033625203 -0.133955136   0.050393399  0.1683342172
highwaympg               0.106168805    -0.11285755    0.007069596 -0.087590995   0.007972842  0.1424669457
price                   -0.125359354     0.35958078   -0.045855779  0.042413913  -0.148167054 -0.1829970657
carbodyhardtop          -0.037890323     0.29472951   -0.020002250 -0.034991372  -0.050248586  0.1215397395
carbodyhatchback         0.091183534     0.01951800    0.033184436  0.058051914  -0.048094713  0.0871016946
carbodysedan            -0.068797208    -0.14838581   -0.093151391  0.011033507  -0.025797973 -0.1342777296
carbodywagon             0.012012500    -0.05892557    0.114673330 -0.064711704   0.161074877  0.0040070586
carbodyconvertible      -0.032648671     0.16015330   -0.017235190 -0.030150754  -0.043297324  0.0050564201
symboling2               0.021589952    -0.05482212   -0.034415396 -0.060205322  -0.086456523  0.1548397463
symboling3              -0.131012967    -0.11017114    0.036645309 -0.120989295   0.224959588 -0.0131387143
symboling4               0.192458595    -0.02276292   -0.059357470 -0.103838282  -0.149114671 -0.0436098132
symboling5              -0.080866447    -0.06800204    0.094049839  0.164528131   0.064512617  0.0372109827
symboling6               0.006199355     0.31246306   -0.038657954  0.189105498  -0.097114449 -0.0880168717
symboling1              -0.022914024    -0.01926881   -0.012096283 -0.021160895  -0.030387636 -0.0524127420
drivewheelfwd            0.103724872    -0.18786729    0.083538336  0.146139604  -0.001028728 -0.0745229264
drivewheelrwd           -0.088708347     0.20599566   -0.076186657 -0.133278786  -0.191392057  0.0594530882
drivewheel4wd           -0.040291148    -0.03388155   -0.021269643 -0.037208512   0.453681184  0.0390402419
enginetypedohcv         -0.013164408     0.44280744   -0.006949473 -0.012157212  -0.017458096 -0.0301118095
enginetypel             -0.046884403    -0.03942593   -0.024750213 -0.043297324  -0.062176166 -0.1072417534
enginetypeohc            0.116687140    -0.18419825    0.061598984 -0.021425870  -0.401795805  0.0869200803
enginetypeohcf          -0.052830565     0.31986839   -0.027889184 -0.048788551   0.887448459 -0.1208427964
enginetypeohcv          -0.048925749    -0.04114254   -0.025827837 -0.045182489  -0.064883315 -0.1119110574
enginetyperotor         -0.026524572    -0.02230499   -0.014002286 -0.024495204  -0.035175796 -0.0606713844
enginetypedohc          -0.046884403    -0.03942593   -0.024750213  0.203256882  -0.062176166  0.2362669880
cylindernumberfive      -0.044772557    -0.03765004   -0.023635373 -0.041347053  -0.059375523 -0.1024111906
cylindernumberfour       0.101133905    -0.21815970    0.053388452  0.093396250   0.134119622  0.1024641819
cylindernumbersix       -0.068467230     0.23749818   -0.036143759 -0.063228870  -0.090798422  0.0106037723
cylindernumberthree     -0.013164408    -0.01107019   -0.006949473 -0.012157212  -0.017458096 -0.0301118095
cylindernumbertwelve    -0.013164408    -0.01107019   -0.006949473 -0.012157212  -0.017458096 -0.0301118095
cylindernumbertwo       -0.026524572    -0.02230499   -0.014002286 -0.024495204  -0.035175796 -0.0606713844
cylindernumbereight     -0.029729420     0.18000000   -0.015694121 -0.027454851  -0.039425932 -0.0680020401
fuelsystem2bbl           0.157887378    -0.10895184   -0.068396133 -0.119650262   0.183970084  0.0775974988
fuelsystem4bbl          -0.022914024    -0.01926881   -0.012096283 -0.021160895  -0.030387636 -0.0524127420
fuelsystemidi           -0.061822357    -0.05198752   -0.032635939 -0.057092390  -0.081986265 -0.0055238402
fuelsystemmpfi          -0.174735797     0.17013926    0.106807443  0.186845923  -0.065046294  0.0315540461
fuelsystemspdi           0.221921086    -0.03388155   -0.021269643 -0.037208512  -0.053432462 -0.0921605710
fuelsystemspfi          -0.013164408    -0.01107019   -0.006949473 -0.012157212  -0.017458096 -0.0301118095
fuelsystem1bbl          -0.044772557    -0.03765004   -0.023635373 -0.041347053  -0.059375523 -0.1024111906
CarNameaudi             -0.035353535    -0.02972942   -0.018663084 -0.032648671  -0.046884403 -0.0808664471
CarNamebmw              -0.037890323    -0.03186265   -0.020002250 -0.034991372  -0.050248586 -0.0866690065
CarNamebuick            -0.037890323    -0.03186265   -0.020002250 -0.034991372  -0.050248586 -0.0866690065
CarNamechevrolet        -0.022914024    -0.01926881   -0.012096283 -0.021160895  -0.030387636 -0.0524127420
CarNamedodge            -0.040291148    -0.03388155   -0.021269643 -0.037208512  -0.053432462 -0.0921605710
CarNamehonda            -0.048925749    -0.04114254   -0.025827837 -0.045182489  -0.064883315 -0.1119110574
CarNameisuzu            -0.026524572    -0.02230499   -0.014002286 -0.024495204  -0.035175796 -0.0606713844
CarNamejaguar           -0.022914024    -0.01926881   -0.012096283 -0.021160895  -0.030387636 -0.0524127420
CarNamemaxda            -0.018663084    -0.01569412   -0.009852217 -0.017235190  -0.024750213 -0.0426892885
CarNamemazda            -0.052830565    -0.04442617   -0.027889184 -0.048788551  -0.070061720 -0.1208427964
CarNamemercury          -0.013164408    -0.01107019   -0.006949473 -0.012157212  -0.017458096 -0.0301118095
CarNamemitsubishi       -0.048925749    -0.04114254   -0.025827837 -0.045182489  -0.064883315 -0.1119110574
CarNamenissan           -0.058335359    -0.04905525   -0.030795157 -0.053872178  -0.077361952 -0.1334342709
CarNamepeugeot          -0.044772557    -0.03765004   -0.023635373 -0.041347053  -0.059375523 -0.1024111906
CarNameplymouth          1.000000000    -0.02972942   -0.018663084 -0.032648671  -0.046884403 -0.0808664471
CarNameporsche          -0.029729420     1.00000000   -0.015694121 -0.027454851  -0.039425932 -0.0680020401
CarNamerenault          -0.018663084    -0.01569412    1.000000000 -0.017235190  -0.024750213 -0.0426892885
CarNamesaab             -0.032648671    -0.02745485   -0.017235190  1.000000000  -0.043297324 -0.0746794352
CarNamesubaru           -0.046884403    -0.03942593   -0.024750213 -0.043297324   1.000000000 -0.1072417534
CarNametoyota           -0.080866447    -0.06800204   -0.042689288 -0.074679435  -0.107241753  1.0000000000
CarNamevolkswagen       -0.042579359    -0.03580574   -0.022477586 -0.039321654  -0.056466993 -0.0973945447
CarNamevolvo            -0.044772557    -0.03765004   -0.023635373 -0.041347053  -0.059375523 -0.1024111906
CarNamevw               -0.018663084    -0.01569412   -0.009852217 -0.017235190  -0.024750213 -0.0426892885
CarNamealpha            -0.022914024    -0.01926881   -0.012096283 -0.021160895  -0.030387636 -0.0524127420
                     CarNamevolkswagen CarNamevolvo    CarNamevw CarNamealpha
fueltype                   0.230820045  -0.00533818 -0.032635939 -0.040069514
aspiration                -0.011489131  -0.16968200  0.046581471  0.057191457
doornumber                 0.109070825   0.21065308 -0.112200462 -0.137756661
enginelocation             0.027597366   0.02901886  0.012096283  0.014851485
wheelbase                 -0.019851291   0.30622760 -0.070334046 -0.166150559
carlength                  0.009029609   0.28539816 -0.093145864 -0.044057075
carwidth                   0.001290512   0.22875799 -0.083851688 -0.076375094
carheight                  0.166771660   0.24534192 -0.009157136 -0.186226980
curbweight                -0.082306851   0.24469002 -0.062067028  0.025006310
enginesize                -0.119016954   0.13536495 -0.045719777  0.050660493
boreratio                 -0.177485026   0.29345750 -0.051342953 -0.055519917
stroke                     0.104663911  -0.08231508  0.045875546 -0.121574535
compressionratio           0.194265931   0.01883876 -0.062306461 -0.008231912
horsepower                -0.153748664   0.19356753 -0.034855632  0.089110292
peakrpm                   -0.011361253   0.09949578  0.088645661 -0.029658175
citympg                    0.162123300  -0.15091565 -0.017519674 -0.094014583
highwaympg                 0.176119445  -0.17676088 -0.024097441 -0.074229889
price                     -0.094943228   0.14301724 -0.031003168  0.033972907
carbodyhardtop            -0.045634634  -0.04798521 -0.020002250 -0.024558216
carbodyhatchback          -0.163066530  -0.17146584  0.033184436 -0.002089382
carbodysedan               0.195919245   0.12358529 -0.093151391 -0.114368733
carbodywagon              -0.015191091   0.10971739 -0.036991397 -0.045417026
carbodyconvertible        -0.039321654  -0.04134705  0.277199300  0.460837266
symboling2                -0.078517866   0.47695025 -0.034415396 -0.042254283
symboling3                -0.012952943  -0.16591794 -0.069161569 -0.084914685
symboling4                -0.135422585  -0.14239800 -0.059357470  0.019344023
symboling5                 0.339359117  -0.10241119 -0.042689288 -0.052412742
symboling6                -0.088197155  -0.09274006  0.254856138  0.192782542
symboling1                -0.027597366   0.51178725 -0.012096283 -0.014851485
drivewheelfwd              0.190590625  -0.28292846  0.083538336 -0.144799180
drivewheelrwd             -0.173817955   0.31022982 -0.076186657  0.158771666
drivewheel4wd             -0.048526159  -0.05102567 -0.021269643 -0.026114286
enginetypedohcv           -0.015855050  -0.01667172 -0.006949473 -0.008532374
enginetypel               -0.056466993  -0.05937552 -0.024750213 -0.030387636
enginetypeohc              0.140536542   0.09945966  0.061598984 -0.196371462
enginetypeohcf            -0.063628476  -0.06690588 -0.027889184 -0.034241578
enginetypeohcv            -0.058925565   0.02686409 -0.025827837  0.134973803
enginetyperotor           -0.031945866  -0.03359135 -0.014002286 -0.017191624
enginetypedohc            -0.056466993  -0.05937552 -0.024750213  0.315693771
cylindernumberfive         0.046570306  -0.05670103 -0.023635373 -0.029018865
cylindernumberfour         0.067522015   0.02429946  0.053388452 -0.031824458
cylindernumbersix         -0.082461082   0.04795244 -0.036143759  0.081972923
cylindernumberthree       -0.015855050  -0.01667172 -0.006949473 -0.008532374
cylindernumbertwelve      -0.015855050  -0.01667172 -0.006949473 -0.008532374
cylindernumbertwo         -0.031945866  -0.03359135 -0.014002286 -0.017191624
cylindernumbereight       -0.035805744  -0.03765004 -0.015694121 -0.019268812
fuelsystem2bbl            -0.156044067  -0.16408166 -0.068396133 -0.083974903
fuelsystem4bbl            -0.027597366  -0.02901886 -0.012096283 -0.014851485
fuelsystemidi              0.230820045  -0.00533818 -0.032635939 -0.040069514
fuelsystemmpfi             0.062027258   0.21281915  0.106807443  0.131135260
fuelsystemspdi            -0.048526159  -0.05102567 -0.021269643 -0.026114286
fuelsystemspfi            -0.015855050  -0.01667172 -0.006949473 -0.008532374
fuelsystem1bbl            -0.053923512  -0.05670103 -0.023635373 -0.029018865
CarNameaudi               -0.042579359  -0.04477256 -0.018663084 -0.022914024
CarNamebmw                -0.045634634  -0.04798521 -0.020002250 -0.024558216
CarNamebuick              -0.045634634  -0.04798521 -0.020002250 -0.024558216
CarNamechevrolet          -0.027597366  -0.02901886 -0.012096283 -0.014851485
CarNamedodge              -0.048526159  -0.05102567 -0.021269643 -0.026114286
CarNamehonda              -0.058925565  -0.06196073 -0.025827837 -0.031710713
CarNameisuzu              -0.031945866  -0.03359135 -0.014002286 -0.017191624
CarNamejaguar             -0.027597366  -0.02901886 -0.012096283 -0.014851485
CarNamemaxda              -0.022477586  -0.02363537 -0.009852217 -0.012096283
CarNamemazda              -0.063628476  -0.06690588 -0.027889184 -0.034241578
CarNamemercury            -0.015855050  -0.01667172 -0.006949473 -0.008532374
CarNamemitsubishi         -0.058925565  -0.06196073 -0.025827837 -0.031710713
CarNamenissan             -0.070258382  -0.07387729 -0.030795157 -0.037809453
CarNamepeugeot            -0.053923512  -0.05670103 -0.023635373 -0.029018865
CarNameplymouth           -0.042579359  -0.04477256 -0.018663084 -0.022914024
CarNameporsche            -0.035805744  -0.03765004 -0.015694121 -0.019268812
CarNamerenault            -0.022477586  -0.02363537 -0.009852217 -0.012096283
CarNamesaab               -0.039321654  -0.04134705 -0.017235190 -0.021160895
CarNamesubaru             -0.056466993  -0.05937552 -0.024750213 -0.030387636
CarNametoyota             -0.097394545  -0.10241119 -0.042689288 -0.052412742
CarNamevolkswagen          1.000000000  -0.05392351 -0.022477586 -0.027597366
CarNamevolvo              -0.053923512   1.00000000 -0.023635373 -0.029018865
CarNamevw                 -0.022477586  -0.02363537  1.000000000 -0.012096283
CarNamealpha              -0.027597366  -0.02901886 -0.012096283  1.000000000
